5.000000000	-0.457703125	0.342789062	0.116472524	0.183657983
4.990000000	-0.461968750	0.346859375	0.122016899	0.187033754
4.980000000	-0.454890625	0.343578125	0.122543580	0.188155653
4.970000000	-0.466218750	0.348242188	0.127383668	0.190894856
4.960000000	-0.463828125	0.346070312	0.122979929	0.189994919
4.950000000	-0.469765625	0.350539062	0.126336562	0.192551460
4.940000000	-0.463234375	0.348367187	0.126300428	0.190026157
4.930000000	-0.472937500	0.349656250	0.128709928	0.194454485
4.920000000	-0.469796875	0.349875000	0.129008933	0.193970986
4.910000000	-0.471921875	0.348585937	0.128294988	0.195311076
4.900000000	-0.476562500	0.353328125	0.130876132	0.195711281
4.890000000	-0.473062500	0.348765625	0.126066508	0.192322469
4.880000000	-0.473734375	0.350164062	0.126783558	0.193952909
4.870000000	-0.476375000	0.352578125	0.130173832	0.196763327
4.860000000	-0.475421875	0.350750000	0.131713583	0.197896811
4.850000000	-0.481859375	0.354187500	0.135829405	0.201013028
4.840000000	-0.487218750	0.356570312	0.135343865	0.202405717
4.830000000	-0.482250000	0.354953125	0.136604555	0.203204185
4.820000000	-0.479796875	0.352851563	0.137987545	0.203276301
4.810000000	-0.479828125	0.355007812	0.138433099	0.203975182
4.800000000	-0.488281250	0.356835937	0.138343218	0.204248530
4.790000000	-0.490187500	0.359132812	0.142262474	0.206860614
4.780000000	-0.491328125	0.358390625	0.138964185	0.204502837
4.770000000	-0.494078125	0.360429687	0.141778692	0.209773359
4.760000000	-0.495125000	0.358734375	0.140725176	0.206581801
4.750000000	-0.498843750	0.362187500	0.142697113	0.210710197
4.740000000	-0.489437500	0.359007813	0.144589985	0.207262368
4.730000000	-0.490312500	0.358968750	0.144946495	0.209324891
4.720000000	-0.491968750	0.361679688	0.145240142	0.209677274
4.710000000	-0.502562500	0.362023437	0.145972563	0.211652626
4.700000000	-0.498687500	0.363335938	0.147848458	0.212538845
4.690000000	-0.504625000	0.366468750	0.147635615	0.213537683
4.680000000	-0.509000000	0.366703125	0.153263067	0.219115617
4.670000000	-0.492312500	0.357312500	0.145934891	0.209039226
